Id,TextTopics,TopicPercentages
99_3005_4,137,0.8802415
99_3006_4,135,0.76436955
99_3008_4,117,0.31464392
99_3015_4,108,0.31555152
99_3022_4,95,0.64920694
99_3024_4,105,0.48386467
99_3030_4,157,0.5904963
99_3031_4,119,0.4936156
99_3034_4,145,0.48141947
99_3035_4,145,0.69943315
99_3039_4,135,0.48294863
99_3041_4,91,0.6666666666666666
99_3044_4,124,0.49164614
99_3045_4,142,0.48312983
99_3056_4,119,0.76794654
99_3057_4,113,0.4837061
99_3062_4,124,0.66240793
99_3064_4,124,0.48369816
99_3071_4,109,0.5057079
99_3080_4,113,0.4837061
99_3093_4,135,0.64956963
99_3102_4,126,0.59529674
99_3110_4,142,0.6496882
99_3124_4,111,0.66800624
99_3127_4,111,0.37848228
99_3131_4,135,0.6495696
99_3132_4,93,0.3333333333333333
99_3133_4,93,0.3333333333333333
99_3137_4,123,0.42021087
99_3139_4,119,0.48754585
99_3142_4,145,0.48142728
99_3145_4,109,0.3802448
99_3146_4,144,0.6528618
99_3148_4,140,0.64831984
99_3149_4,108,0.6496593
99_3151_4,135,0.48295513
99_3156_4,105,0.48386407
99_3157_4,147,0.3705075
99_3159_4,97,0.3343898
99_3161_4,95,0.64920646
99_3162_4,105,0.48386407
99_3163_4,93,0.6666666666666666
99_3164_4,141,0.374554
99_3165_4,156,0.3947004
99_3168_4,115,0.4830269
99_3170_4,93,0.4
99_3174_4,102,0.4821877
99_3180_4,102,0.48218912
99_3190_4,105,0.48386407
99_3192_4,100,0.49503508
99_3193_4,146,0.30771053
99_3199_4,109,0.5057079
99_3200_4,118,0.7418874
99_3206_4,121,0.7061021
99_3210_4,109,0.6649919
99_3211_4,93,0.3333333333333333
99_3212_4,152,0.48457146
99_3228_4,107,0.47719696
99_3229_4,109,0.50570786
99_3230_4,142,0.4831293
99_3240_4,145,0.59031945
99_3242_4,93,0.4
99_3249_4,95,0.3947462
99_3252_4,131,0.72195816
99_3255_4,95,0.48241884
99_3258_4,93,0.3333333333333333
99_3259_4,105,0.7509331
99_3263_4,93,0.6666666666666666
99_3268_4,129,0.8654923
99_3269_4,125,0.32403278
99_3270_4,137,0.3309784
99_3275_4,125,0.48274815
99_3282_4,155,0.62087977
99_3283_4,152,0.48457146
99_3285_4,154,0.77042913
99_3287_4,156,0.6490235
99_3289_4,125,0.48275456
