Id,TextTopics,TopicPercentages
99_3007_2,78,0.3646067
99_3009_2,78,0.4080904
99_3016_2,78,0.54329026
99_3017_2,15,0.6832508
99_3018_2,78,0.521328
99_3026_2,76,0.8828161
99_3033_2,7,0.6835709
99_3038_2,63,0.7939009
99_3040_2,46,0.4963042
99_3042_2,28,0.46906784
99_3043_2,61,0.6836593
99_3046_2,85,0.4977228
99_3048_2,78,0.698517
99_3049_2,28,0.8438269
99_3051_2,78,0.54329026
99_3054_2,78,0.5432902
99_3058_2,30,0.43814453
99_3059_2,79,0.41458052
99_3061_2,76,0.76391625
99_3063_2,28,0.68458647
99_3067_2,78,0.54329014
99_3068_2,79,0.6832879
99_3069_2,78,0.6717162
99_3070_2,11,0.8429733
99_3073_2,18,0.50977457
99_3074_2,75,0.6875971
99_3075_2,81,0.68342084
99_3076_2,47,0.67493814
99_3078_2,46,0.8428024
99_3079_2,78,0.77499264
99_3081_2,61,0.6836806
99_3084_2,78,0.5934841
99_3087_2,14,0.6986114
99_3088_2,89,0.688365
99_3089_2,82,0.69356596
99_3090_2,78,0.54329026
99_3091_2,35,0.81878704
99_3092_2,15,0.6008504
99_3094_2,13,0.5240688
99_3095_2,54,0.6829075
99_3096_2,82,0.597073
99_3098_2,89,0.7674148
99_3099_2,30,0.5724148
99_3104_2,22,0.8112125
99_3105_2,85,0.5095855
99_3106_2,78,0.5432902
99_3107_2,78,0.47008315
99_3108_2,78,0.6985171
99_3109_2,45,0.7635437
99_3111_2,13,0.44139886
99_3112_2,78,0.5432902
99_3116_2,61,0.60934895
99_3118_2,85,0.5350288
99_3119_2,75,0.495402
99_3120_2,76,0.3433713
99_3122_2,76,0.5208033
99_3128_2,15,0.30401498
99_3134_2,75,0.38382933
99_3138_2,78,0.77499276
99_3140_2,41,0.49650693
99_3143_2,70,0.43341053
99_3144_2,7,0.4426228
99_3153_2,78,0.69851714
99_3155_2,86,0.68263924
99_3158_2,89,0.32507336
99_3169_2,30,0.50066394
99_3171_2,78,0.3219631
99_3172_2,2,0.6601119
99_3175_2,71,0.6839631
99_3176_2,2,0.88249254
99_3177_2,28,0.6845872
