Id,TextTopics,TopicPercentages
99_3007_2,45,0.58955234
99_3009_2,78,0.4079917
99_3016_2,78,0.54329026
99_3017_2,15,0.6832507
99_3018_2,78,0.521328
99_3026_2,76,0.8828161
99_3033_2,7,0.68357295
99_3038_2,63,0.7939473
99_3040_2,46,0.49658838
99_3042_2,28,0.46993902
99_3043_2,61,0.68368
99_3046_2,85,0.4988462
99_3048_2,78,0.6985171
99_3049_2,28,0.8438269
99_3050_2,78,0.33527884
99_3051_2,78,0.5432902
99_3054_2,78,0.5432902
99_3058_2,30,0.4383276
99_3059_2,79,0.41697678
99_3061_2,76,0.7639164
99_3063_2,28,0.68455577
99_3067_2,78,0.54329026
99_3068_2,79,0.68329084
99_3069_2,78,0.6717031
99_3073_2,18,0.5097644
99_3074_2,75,0.6875971
99_3075_2,81,0.68342066
99_3076_2,47,0.67493814
99_3078_2,46,0.8428024
99_3079_2,78,0.77499264
99_3081_2,61,0.6836806
99_3084_2,78,0.5935485
99_3087_2,14,0.69865876
99_3088_2,89,0.68836474
99_3089_2,82,0.693094
99_3090_2,78,0.5432902
99_3091_2,35,0.8188054
99_3092_2,15,0.6009569
99_3094_2,13,0.5228752
99_3095_2,54,0.6828992
99_3096_2,82,0.59724855
99_3098_2,89,0.7674148
99_3099_2,30,0.572651
99_3104_2,22,0.8112125
99_3105_2,85,0.509585
99_3106_2,78,0.5432902
99_3107_2,78,0.4702277
99_3108_2,78,0.698517
99_3109_2,45,0.76354367
99_3111_2,13,0.44138008
99_3112_2,78,0.5432902
99_3116_2,61,0.49870375
99_3118_2,85,0.53513765
99_3119_2,75,0.49605343
99_3120_2,76,0.34501794
99_3122_2,76,0.5208033
99_3128_2,15,0.30337632
99_3134_2,75,0.3884396
99_3138_2,78,0.77499276
99_3140_2,41,0.4965752
99_3143_2,70,0.43341053
99_3144_2,7,0.4421664
99_3153_2,78,0.69851714
99_3155_2,86,0.6826332
99_3158_2,89,0.321471
99_3169_2,30,0.49918997
99_3171_2,78,0.32312286
99_3172_2,2,0.6597638
99_3175_2,71,0.6839634
99_3176_2,2,0.88249254
99_3177_2,28,0.68455726
99_3179_2,65,0.60414726
99_3181_2,78,0.5432902
99_3182_2,64,0.81158507
99_3183_2,78,0.6023451
99_3184_2,3,0.6836309
99_3187_2,78,0.6626291
99_3189_2,24,0.7529099
99_3202_2,78,0.51870334
99_3203_2,78,0.5432902
99_3204_2,78,0.5311726
99_3205_2,40,0.8826683
99_3207_2,17,0.3926565
99_3208_2,78,0.7749927
99_3209_2,78,0.698517
99_3213_2,60,0.81149626
99_3214_2,60,0.76367927
99_3215_2,60,0.60915893
99_3217_2,60,0.7636792
99_3218_2,85,0.682778
99_3219_2,60,0.5988337
99_3220_2,78,0.7749927
99_3223_2,60,0.48971778
99_3224_2,60,0.68335867
99_3225_2,60,0.86580247
99_3226_2,78,0.698517
99_3227_2,60,0.5100155
99_3232_2,71,0.49633643
99_3234_2,75,0.46072343
99_3236_2,76,0.8116852
99_3237_2,90,0.455526
99_3238_2,72,0.481541
99_3239_2,75,0.30582917
99_3243_2,75,0.49140465
99_3244_2,89,0.6883649
99_3245_2,78,0.69851714
99_3248_2,7,0.4906471
99_3250_2,78,0.5432902
99_3253_2,50,0.60117483
99_3256_2,71,0.7641309
99_3271_2,45,0.68317556
99_3272_2,45,0.5689329
99_3278_2,63,0.76364493
99_3279_2,78,0.5432902
99_3297_2,72,0.31729344
99_3301_2,42,0.5642955
99_3306_2,78,0.698517
99_3313_2,89,0.76741546
99_3319_2,89,0.36979294
99_3320_2,89,0.68836427
99_3324_2,50,0.60845375
99_3327_2,90,0.7634303
99_3328_2,61,0.8659378
99_3335_2,41,0.33678037
99_3341_2,45,0.76354086
99_3343_2,18,0.8656666
99_3351_2,78,0.6985129
99_3352_2,78,0.5432902
99_3356_2,89,0.3652231
99_3361_2,18,0.81130564
99_3366_2,42,0.3458257
99_3367_2,71,0.68396103
99_3368_2,78,0.698517
99_3371_2,41,0.6830075
99_3372_2,78,0.69851714
99_3373_2,78,0.5432902
99_3374_2,78,0.5432902
99_3376_2,78,0.47376794
99_3377_2,78,0.5432902
99_3384_2,78,0.5432902
99_3387_2,7,0.68357235
99_3394_2,41,0.9279364
99_3396_2,61,0.3697021
99_3397_2,78,0.5432902
99_3398_2,3,0.5019113
99_3405_2,75,0.6037077
99_3410_2,42,0.7046059
99_3411_2,89,0.38345686
99_3421_2,44,0.73187023
99_3424_2,22,0.37134537
99_3426_2,30,0.48500887
99_3427_2,50,0.37200585
99_3428_2,41,0.68032277
99_3429_2,78,0.5432902
99_3430_2,72,0.56193846
99_3432_2,71,0.6839622
99_3434_2,78,0.34137395
99_3435_2,60,0.49841705
99_3436_2,78,0.698517
99_3437_2,20,0.30031475
99_3438_2,40,0.671075
99_3439_2,47,0.6833717
99_3444_2,75,0.34631357
99_3446_2,78,0.77499276
99_3447_2,78,0.5432902
99_3454_2,30,0.6238786
99_3457_2,78,0.7246562
99_3459_2,50,0.30631444
99_3468_2,42,0.6833209
99_3470_2,78,0.5432902
99_3471_2,82,0.35159665
99_3473_2,51,0.33897778
99_3478_2,78,0.54329026
99_3483_2,75,0.47027448
99_3487_2,64,0.40959412
99_3489_2,78,0.37484384
99_3491_2,30,0.7999856
99_3493_2,42,0.7636512
99_3494_2,15,0.68325007
99_3496_2,15,0.6194375
99_3497_2,78,0.5621833
99_3498_2,75,0.6387655
99_3503_2,77,0.7081058
99_3504_2,50,0.6618891
99_3506_2,78,0.5432902
99_3510_2,78,0.3662566
99_3516_2,71,0.6839631
99_3519_2,18,0.68280256
99_3520_2,78,0.5432902
99_3523_2,78,0.48811218
99_3529_2,20,0.72466314
99_3536_2,22,0.86560065
99_3537_2,75,0.76684284
99_3541_2,78,0.7536973
99_3543_2,89,0.49731505
99_3544_2,78,0.49718317
99_3548_2,75,0.37333143
99_3550_2,93,0.4
99_3551_2,50,0.36990643
99_3554_2,78,0.6130729
99_3556_2,75,0.33799738
99_3557_2,79,0.6832684
99_3574_2,30,0.3253484
99_3582_2,89,0.6363008
99_3586_2,22,0.6037105
99_3588_2,30,0.45249227
99_3589_2,73,0.6831073
99_3590_2,21,0.47317
99_3598_2,78,0.69851714
99_3605_2,71,0.68396354
99_3607_2,60,0.38625395
99_3608_2,78,0.4984772
99_3609_2,75,0.49763852
99_3610_2,71,0.6839634
99_3614_2,20,0.35428852
99_3621_2,3,0.32864124
99_3622_2,78,0.698517
99_3623_2,81,0.6834218
99_3625_2,78,0.6985171
99_3626_2,78,0.5432902
99_3633_2,78,0.5554006
99_3636_2,75,0.36283132
99_3637_2,5,0.6306292
99_3639_2,4,0.47802737
99_3643_2,78,0.77499276
99_3645_2,50,0.3903563
99_3646_2,78,0.5432902
99_3648_2,26,0.577829
99_3649_2,78,0.50904554
99_3653_2,79,0.50996256
99_3655_2,9,0.8825581
99_3656_2,61,0.92808896
99_3657_2,65,0.89595604
