Id,TextTopics,TopicPercentages
99_3004_5,213,0.8651422
99_3011_5,209,0.83742887
99_3013_5,201,0.86544025
99_3019_5,178,0.7947701
99_3023_5,209,0.6662463
99_3036_5,172,0.6678157
99_3037_5,191,0.9002502
99_3085_5,197,0.7960671
99_3129_5,178,0.83759993
99_3135_5,218,0.837535
99_3141_5,194,0.63749737
99_3173_5,197,0.7230165
99_3188_5,197,0.7230165
99_3197_5,197,0.7230165
99_3254_5,202,0.8649596
99_3261_5,195,0.6158279
99_3262_5,194,0.9276723
99_3267_5,177,0.9389442
99_3315_5,218,0.8853771
99_3347_5,167,0.63931787
99_3355_5,197,0.83862686
99_3358_5,180,0.8850218
99_3370_5,206,0.79381937
99_3420_5,164,0.8147097
99_3425_5,185,0.91111404
99_3441_5,220,0.39606777
99_3442_5,202,0.83677703
99_3449_5,220,0.35224348
99_3455_5,197,0.72301644
99_3456_5,164,0.86747
99_3461_5,164,0.79756474
99_3466_5,164,0.79756474
99_3467_5,197,0.7230165
99_3474_5,209,0.88530284
99_3525_5,210,0.9338237
99_3530_5,220,0.38122296
99_3542_5,170,0.7951631
99_3547_5,220,0.841463
99_3595_5,220,0.6961738
99_3632_5,205,0.911227
99_3647_5,201,0.9277849
99_3652_5,223,0.8658628
99_3654_5,205,0.8371208
99_3659_5,164,0.69480425
99_3662_5,223,0.8658635
99_3665_5,228,0.83714956
99_3671_5,198,0.8650083
99_3692_5,191,0.92797977
99_3698_5,209,0.88530296
99_3700_5,197,0.7230165
99_3707_5,203,0.8647987
99_3710_5,195,0.8856854
99_3718_5,224,0.9112073
99_3721_5,165,0.5989633
99_3723_5,172,0.9202979
99_3742_5,178,0.86563957
99_3743_5,185,0.8849389
99_3745_5,204,0.8647986
99_3746_5,218,0.837535
99_3755_5,177,0.9111652
99_3768_5,161,0.92752856
99_3782_5,164,0.9216091
99_3784_5,207,0.8997223
99_3786_5,195,0.8659468
99_3789_5,201,0.9204097
99_3803_5,167,0.3667839
99_3804_5,220,0.63276666
99_3810_5,220,0.64581907
99_3815_5,197,0.7230165
99_3830_5,223,0.7719507
99_3843_5,210,0.6284539
99_3847_5,197,0.42479753
99_3855_5,175,0.9393292
99_3858_5,182,0.83700776
99_3859_5,197,0.7230165
99_3863_5,212,0.92765254
99_3869_5,191,0.92797935
99_3871_5,218,0.54476786
99_3872_5,205,0.73261625
99_3877_5,171,0.927609
99_3885_5,211,0.43060383
99_3904_5,185,0.9337281
99_3905_5,191,0.79502076
99_3906_5,228,0.62843996
99_3907_5,218,0.53126764
99_3917_5,220,0.37484926
99_3919_5,209,0.86549896
99_3928_5,209,0.88530296
99_3944_5,175,0.8380375
99_3946_5,205,0.8998337
99_3972_5,175,0.8857311
99_3988_5,220,0.93557614
99_4001_5,220,0.72355115
99_4015_5,223,0.79511034
99_4017_5,164,0.79756474
99_4027_5,191,0.8377984
99_4029_5,223,0.688261
99_4031_5,180,0.927639
99_4043_5,164,0.71304446
99_4044_5,160,0.5647143
99_4062_5,191,0.86580414
99_4063_5,197,0.605635
99_4075_5,166,0.62843627
99_4096_5,197,0.8386263
99_4112_5,215,0.8850893
99_4132_5,209,0.7193846
99_4139_5,176,0.910993
99_4140_5,201,0.67567307
99_4158_5,197,0.7230165
99_4169_5,220,0.71251076
99_4176_5,164,0.71478766
99_4179_5,164,0.8674673
99_4181_5,192,0.89992183
99_4182_5,218,0.6833745
99_4189_5,170,0.86589795
99_4197_5,197,0.86648935
99_4200_5,164,0.86746836
99_4224_5,223,0.7351232
99_4226_5,218,0.53941983
99_4248_5,218,0.7946869
99_4249_5,200,0.83699226
99_4254_5,168,0.8371139
99_4257_5,223,0.8856133
99_4260_5,168,0.5784539
99_4265_5,164,0.72429687
99_4267_5,218,0.40482616
99_4294_5,192,0.9338705
99_4301_5,202,0.8649595
99_4303_5,183,0.92749834
99_4312_5,197,0.7230165
99_4327_5,197,0.79606754
99_4333_5,183,0.9200939
99_4337_5,171,0.92021596
99_4339_5,165,0.6174368
99_4341_5,170,0.8379117
99_4343_5,197,0.5323324
99_4346_5,165,0.9203415
99_4350_5,172,0.86525136
99_4351_5,212,0.6283678
99_4354_5,175,0.8857311
99_4356_5,169,0.8375746
99_4357_5,164,0.72310853
99_4358_5,212,0.5566558
99_4359_5,164,0.86746925
99_4365_5,228,0.8851058
99_4367_5,197,0.7230165
99_7034_5,178,0.71626955
99_7035_5,211,0.96857333
99_7036_5,177,0.7940208
99_7037_5,223,0.5492203
99_7038_5,165,0.73791474
99_7039_5,173,0.6294445
99_7040_5,166,0.79417664
99_7042_5,191,0.7074002
99_7043_5,211,0.91138
99_7044_5,195,0.91169024
99_7045_5,164,0.9216083
99_7046_5,228,0.88510543
99_7047_5,170,0.39853108
99_7048_5,175,0.95378184
99_7049_5,223,0.9280114
99_7051_5,207,0.83694017
99_7053_5,191,0.92797977
99_7054_5,168,0.8371144
99_7055_5,167,0.9113917
99_7056_5,196,0.92744297
99_7057_5,206,0.9583983
99_7059_5,175,0.6224081
99_7060_5,200,0.794001
99_7061_5,164,0.95428807
99_7062_5,195,0.90035635
99_7063_5,198,0.97081834
99_7064_5,195,0.92070943
99_7065_5,211,0.900006
99_7066_5,209,0.9204438
99_7067_5,177,0.83700705
99_7068_5,211,0.9113804
99_7069_5,223,0.7462469
99_7070_5,187,0.9109671
99_7071_5,160,0.9433929
99_7073_5,187,0.79356086
99_7074_5,197,0.6708379
99_7075_5,191,0.8658042
99_7076_5,173,0.6643826
99_7077_5,171,0.8369625
99_7078_5,227,0.94711494
99_7079_5,167,0.86549354
99_7080_5,160,0.7940996
99_7081_5,167,0.86549366
99_7082_5,167,0.9113916
99_7083_5,173,0.58159137
99_7085_5,185,0.86507255
99_7086_5,210,0.83714914
99_7087_5,167,0.86549354
99_7088_5,224,0.9202757
99_7089_5,191,0.92797947
99_7091_5,184,0.9471013
99_7092_5,170,0.49552524
99_7093_5,207,0.9505227
99_7094_5,191,0.94364554
99_7095_5,164,0.9014871
99_7096_5,171,0.8997364
99_7098_5,166,0.86525226
99_7099_5,177,0.45719412
99_7100_5,164,0.92160803
99_7101_5,228,0.9112424
99_7102_5,205,0.960566
99_7104_5,210,0.93382365
99_7105_5,172,0.80677843
