Id,TextTopics,TopicPercentages
99_3007_2,138,0.4932523
99_3009_2,171,0.40844437
99_3016_2,171,0.5432902
99_3017_2,108,0.683243
99_3018_2,171,0.521328
99_3026_2,169,0.8828161
99_3033_2,100,0.68357277
99_3038_2,156,0.79392487
99_3040_2,139,0.4966873
99_3042_2,121,0.46938878
99_3043_2,154,0.68367827
99_3046_2,178,0.49835625
99_3048_2,171,0.698517
99_3049_2,121,0.8438269
99_3051_2,171,0.5432902
99_3054_2,171,0.5432902
99_3058_2,123,0.43630907
99_3059_2,172,0.4113355
99_3061_2,169,0.7639164
99_3063_2,121,0.68458617
99_3067_2,171,0.5432902
99_3068_2,172,0.68324476
99_3069_2,171,0.6717651
99_3070_2,104,0.8429691
99_3073_2,111,0.5097745
99_3074_2,168,0.6875971
99_3075_2,174,0.6834021
99_3076_2,140,0.67493814
99_3078_2,139,0.8428024
99_3079_2,171,0.77499264
99_3081_2,154,0.68368053
99_3084_2,171,0.5928874
99_3087_2,107,0.69883066
99_3088_2,182,0.6883649
99_3089_2,175,0.6932868
99_3090_2,171,0.5432902
99_3091_2,128,0.8189099
99_3092_2,108,0.6008999
99_3095_2,147,0.68290746
99_3096_2,175,0.5974179
99_3098_2,182,0.7674148
99_3099_2,123,0.5729284
99_3104_2,115,0.8112125
99_3105_2,178,0.5095852
99_3106_2,171,0.54329026
99_3107_2,171,0.4702975
99_3108_2,171,0.698517
99_3109_2,138,0.76354367
99_3111_2,106,0.44138917
99_3112_2,171,0.5432902
99_3116_2,154,0.60934913
99_3118_2,178,0.53542817
99_3119_2,168,0.49554446
99_3120_2,169,0.34396803
99_3122_2,169,0.5208033
99_3128_2,108,0.30393818
99_3134_2,168,0.38470724
99_3138_2,171,0.77499276
99_3140_2,134,0.49662447
99_3143_2,163,0.43341053
99_3144_2,100,0.44236895
99_3153_2,171,0.69851714
99_3155_2,179,0.6826434
99_3158_2,182,0.32373083
99_3169_2,123,0.49921143
99_3171_2,171,0.3218147
99_3172_2,95,0.65997845
99_3175_2,164,0.68396336
99_3176_2,95,0.88249254
99_3177_2,121,0.68458724
99_3179_2,158,0.60411286
99_3181_2,171,0.5432902
99_3182_2,157,0.8115851
99_3183_2,171,0.6022486
99_3184_2,96,0.6836337
99_3187_2,171,0.6617315
99_3189_2,117,0.7531225
99_3202_2,171,0.5186953
99_3203_2,171,0.5432902
99_3204_2,171,0.5319948
99_3205_2,133,0.8826683
99_3207_2,110,0.39299735
99_3208_2,171,0.7749927
99_3209_2,171,0.698517
99_3213_2,153,0.81149626
99_3214_2,153,0.7636724
99_3215_2,153,0.60915893
99_3217_2,153,0.76367944
99_3218_2,178,0.6827798
99_3219_2,153,0.5989488
99_3220_2,171,0.7749927
99_3223_2,153,0.48981717
99_3224_2,153,0.68335855
99_3225_2,153,0.86580247
99_3226_2,171,0.6985171
99_3227_2,153,0.5100155
99_3232_2,164,0.48497507
99_3234_2,168,0.4591502
99_3237_2,183,0.45552105
99_3238_2,165,0.47975865
99_3239_2,168,0.3056776
99_3243_2,168,0.49170312
99_3244_2,182,0.6883648
99_3245_2,171,0.69851714
99_3248_2,100,0.49045333
99_3250_2,171,0.5432902
99_3253_2,143,0.60120547
99_3256_2,164,0.76412684
99_3271_2,138,0.6831761
99_3272_2,138,0.56559956
99_3278_2,156,0.5890597
99_3279_2,171,0.5432902
99_3297_2,165,0.31793764
99_3301_2,171,0.4482609
99_3306_2,171,0.698517
99_3313_2,182,0.7674159
99_3319_2,182,0.36957136
99_3320_2,182,0.6883647
99_3324_2,143,0.60844034
99_3327_2,183,0.7634303
99_3328_2,154,0.8659378
99_3332_2,164,0.30338025
99_3335_2,134,0.33737436
99_3341_2,138,0.7635317
99_3343_2,111,0.8656666
99_3351_2,171,0.6985129
99_3352_2,171,0.5432902
99_3356_2,182,0.36291987
99_3361_2,111,0.81130564
99_3366_2,135,0.34724984
99_3367_2,164,0.6839634
99_3368_2,171,0.698517
99_3371_2,134,0.6830057
99_3372_2,171,0.69851714
99_3373_2,171,0.5432902
99_3374_2,171,0.54329026
99_3376_2,171,0.47350776
99_3377_2,171,0.5432902
99_3384_2,171,0.54329026
99_3387_2,100,0.68357277
99_3394_2,134,0.9279364
99_3396_2,154,0.36977255
99_3397_2,171,0.5432902
99_3398_2,96,0.50199443
99_3405_2,168,0.60362744
99_3410_2,135,0.70462847
99_3411_2,182,0.38409224
99_3421_2,137,0.73187023
99_3424_2,115,0.37106678
99_3426_2,123,0.48493052
99_3427_2,143,0.37148035
99_3428_2,134,0.6805906
99_3429_2,171,0.5432902
99_3430_2,165,0.56208485
99_3432_2,164,0.68396103
99_3435_2,153,0.4966761
99_3436_2,171,0.6985171
99_3438_2,133,0.67109495
99_3439_2,140,0.683371
99_3444_2,168,0.34586143
99_3446_2,171,0.77499276
99_3447_2,171,0.5432902
99_3454_2,123,0.6216766
99_3457_2,171,0.7246378
99_3468_2,135,0.6833203
99_3470_2,171,0.5432902
99_3471_2,175,0.3516361
99_3473_2,144,0.33892584
99_3478_2,171,0.5432902
99_3483_2,168,0.47022435
99_3487_2,157,0.40927565
99_3489_2,171,0.37488118
99_3491_2,123,0.7999909
99_3493_2,135,0.7636269
99_3494_2,108,0.6832499
99_3496_2,108,0.61917835
99_3497_2,171,0.5624418
99_3498_2,168,0.6391762
99_3504_2,143,0.6618946
99_3506_2,171,0.5432902
99_3510_2,171,0.3665888
99_3516_2,164,0.68395823
99_3519_2,111,0.68281555
99_3520_2,171,0.5432902
99_3523_2,171,0.4882645
99_3529_2,113,0.72427857
99_3536_2,115,0.86560065
99_3537_2,168,0.7668428
99_3541_2,171,0.7541001
99_3543_2,182,0.49740154
99_3544_2,171,0.49708176
99_3548_2,168,0.37628967
99_3550_2,186,0.4
99_3551_2,143,0.36833844
99_3554_2,171,0.6130713
99_3556_2,168,0.33753544
99_3557_2,172,0.6832783
99_3574_2,123,0.32451615
99_3582_2,182,0.6380364
99_3586_2,115,0.6043079
99_3588_2,123,0.4526541
99_3589_2,166,0.68309665
99_3590_2,114,0.47279954
99_3598_2,171,0.69851714
99_3605_2,164,0.6839634
99_3607_2,153,0.3861455
99_3608_2,171,0.49878153
99_3609_2,168,0.4975256
99_3610_2,164,0.68396163
