Id,Name,PriorityScore,Remarks,Status
235,lda_item_search_place_pub_good,0,"item, search, place, pub, good, long, star, view, map, filter",0
236,lda_problem_app_note_new_1,0,"problem, app, note, new, 1, crash, info, solution, opening, brand",0
237,lda_thing_problem_idea_orientation_option,0,"thing, problem, idea, orientation, option, sheet, way, Pinterest, dish, delicious",0
238,lda_app_new_video_level_push,0,"app, new, video, level, push, notification, iPad, activity, shut, crazy",0
239,lda_mobile_app_deposit_important_well,0,"mobile, app, deposit, important, well, mail, quality, PNC, suggestion, check",0
240,lda_iPad_white_brightness_icon_eye,0,"iPad, white, brightness, icon, eye, image, functionality, 500, progress, huge",0
241,lda_good_problem_Evernote_minute_iOS,0,"good, problem, Evernote, minute, iOS, different, notebook, slow, ready, bit",0
242,lda_program_app_file_thing_slow,0,"program, app, file, thing, slow, bill, icon, type, safe, problem",0
243,lda_able_problem_memory_whatsapp_installation,0,"able, problem, memory, whatsapp, installation, Whatsapp, user, team, low, lenovo",0
244,lda_app_reason_good_search_download,0,"app, reason, good, search, download, APD, great, useless, Evernote, feature",0
245,lda_problem_easy_app_limit_Wtf,0,"problem, easy, app, limit, Wtf, clean, beginning, service, stupid, pin",0
246,lda_check_web_interface_new_image,0,"check, web, interface, new, image, issue, software, 45, weird, desktop",0
247,lda_recent_app_update_12_Evernote,0,"recent, app, update, 12, Evernote, Dropbox, Mac, month, file, iPhoto",0
248,lda_people_app_folder_document_note,0,"people, app, folder, document, note, big, entire, able, excel, new",0
249,lda_problem_video_image_unable_stability,0,"problem, video, image, unable, stability, app, new, good, 152, outdated",0
250,lda_hat_half_app_cause_horrible,0,"hat, half, app, cause, horrible, crash, annoying, premade, middle, love",0
251,lda_update_app_Dropbox_new_old,0,"update, app, Dropbox, new, old, version, screen, well, file, iPad",0
252,lda_problem_app_little_pinterest_fact,0,"problem, app, little, pinterest, fact, page, bit, love, second, money",0
253,lda_love_document_problem_good_friend,0,"love, document, problem, good, friend, spam, share, thing, terrible, gray",0
254,lda_link_problem_site_bad_error,0,"link, problem, site, bad, error, app, new, 919, version, Mobil",0
255,lda_review_update_hotel_5_crash,0,"review, update, hotel, 5, crash, new, Update, negative, logo, screen",0
256,lda_app_problem_previous_great_version,0,"app, problem, previous, great, version, home, feature, second, dropbox, way",0
