Id,Name,PriorityScore,Remarks,Status
187,lda_item_search_place_pub_good,0,"item, search, place, pub, good, long, star, view, map, filter",0
188,lda_problem_app_note_new_1,0,"problem, app, note, new, 1, crash, info, solution, opening, brand",0
189,lda_thing_problem_idea_orientation_option,0,"thing, problem, idea, orientation, option, sheet, way, Pinterest, dish, delicious",0
190,lda_app_new_video_level_push,0,"app, new, video, level, push, notification, iPad, activity, shut, crazy",0
191,lda_mobile_app_deposit_important_well,0,"mobile, app, deposit, important, well, mail, quality, PNC, suggestion, check",0
192,lda_iPad_white_brightness_icon_eye,0,"iPad, white, brightness, icon, eye, image, functionality, 500, progress, huge",0
193,lda_good_problem_Evernote_minute_iOS,0,"good, problem, Evernote, minute, iOS, different, notebook, slow, ready, bit",0
194,lda_program_app_file_thing_slow,0,"program, app, file, thing, slow, bill, icon, type, safe, problem",0
195,lda_able_problem_memory_whatsapp_installation,0,"able, problem, memory, whatsapp, installation, Whatsapp, user, team, low, lenovo",0
196,lda_app_reason_good_search_download,0,"app, reason, good, search, download, APD, great, useless, Evernote, feature",0
197,lda_problem_easy_app_limit_Wtf,0,"problem, easy, app, limit, Wtf, clean, beginning, service, stupid, pin",0
198,lda_check_web_interface_new_image,0,"check, web, interface, new, image, issue, software, 45, weird, desktop",0
199,lda_recent_app_update_12_Evernote,0,"recent, app, update, 12, Evernote, Dropbox, Mac, month, file, iPhoto",0
200,lda_people_app_folder_document_note,0,"people, app, folder, document, note, big, entire, able, excel, new",0
201,lda_problem_video_image_unable_stability,0,"problem, video, image, unable, stability, app, new, good, 152, outdated",0
202,lda_hat_half_app_cause_horrible,0,"hat, half, app, cause, horrible, crash, annoying, premade, middle, love",0
203,lda_update_app_Dropbox_new_old,0,"update, app, Dropbox, new, old, version, screen, well, file, iPad",0
204,lda_problem_app_little_pinterest_fact,0,"problem, app, little, pinterest, fact, page, bit, love, second, money",0
205,lda_love_document_problem_good_friend,0,"love, document, problem, good, friend, spam, share, thing, terrible, gray",0
206,lda_link_problem_site_bad_error,0,"link, problem, site, bad, error, app, new, 919, version, Mobil",0
207,lda_review_update_hotel_5_crash,0,"review, update, hotel, 5, crash, new, Update, negative, logo, screen",0
208,lda_app_problem_previous_great_version,0,"app, problem, previous, great, version, home, feature, second, dropbox, way",0
209,lda_time_game_thank_ty_platform,0,"time, game, thank, ty, platform, feature, app, total, failure, document",0
210,lda_support_problem_user_wrong_million,0,"support, problem, user, wrong, million, premium, Tech, memory, people, single",0
211,lda_version_file_possible_app_perfect,0,"version, file, possible, app, perfect, problem, update, new, current, dropbox",0
212,lda_file_password_update_great_name,0,"file, password, update, great, name, green, incorrect, account, lame, office",0
213,lda_trip_app_option_star_rental,0,"trip, app, option, star, rental, house, client, engine, unusable, way",0
214,lda_crash_problem_book_app_launch,0,"crash, problem, book, app, launch, performance, late, handy, version, iPad",0
215,lda_app_time_instruction_great_detail,0,"app, time, instruction, great, detail, day, weather, picture, pic, able",0
216,lda_iPad_problem_app_update_startup,0,"iPad, problem, app, update, startup, version, happy, window, setting, new",0
217,lda_upload_new_functionality_Dropbox_old,0,"upload, new, functionality, Dropbox, old, work, option, camera, good, badge",0
218,lda_bug_App_screen_video_late,0,"bug, App, screen, video, late, today, desktop, tomorrow, day, issue",0
219,lda_app_oop_Quit_purpose_review,0,"app, oop, Quit, purpose, review, update, patch, post, updated, silly",0
220,lda_App_app_Dropbox_box_voice,0,"App, app, Dropbox, box, voice, defect, buggy, slow, update, bug",0
221,lda_app_premium_feature_work_subscriber,0,"app, premium, feature, work, subscriber, bad, Fox, photo, mobile, Evernote",0
222,lda_note_version_system_problem_functionality,0,"note, version, system, problem, functionality, number, look, major, spreadsheet, good",0
223,lda_game_team_stat_2_play,0,"game, team, stat, 2, play, 1, error, version, week, qb",0
225,lda_feature_month_sad_update_problem,0,"feature, month, sad, update, problem, account, bad, app, conversation, 1st",0
226,lda_picture_problem_feed_load_news,0,"picture, problem, feed, load, news, app, board, option, cover, pic",0
227,lda_problem_way_folder_new_layout,0,"problem, way, folder, new, layout, pin, button, menu, diy, sure",0
228,lda_7_complaint_problem_app_version,0,"7, complaint, problem, app, version, update, issue, outdated, Update, spot",0
229,lda_photo_today_upload_auto_feature,0,"photo, today, upload, auto, feature, hope, duo, modern, iri, Instagram",0
230,lda_app_scam_photo_phone_precious,0,"app, scam, photo, phone, precious, hundred, general, pain, bug, friend",0
231,lda_problem_help_PDF_Love_update,0,"problem, help, PDF, Love, update, annoying, blank, app, file, power",0
232,lda_disappointed_user_problem_premium_info,0,"disappointed, user, problem, premium, info, comopatible, Instagram, modern, hope, grand",0
233,lda_problem_upgrade_slow_crash_update,0,"problem, upgrade, slow, crash, update, difficult, late, app, EXTREMELY, Dropbox",0
234,lda_phone_useless_app_update_Dropbox,0,"phone, useless, app, update, Dropbox, point, file, duo, modern, grand",0
235,lda_hotel_20_search_hard_attraction,0,"hotel, 20, search, hard, attraction, function, slow, thing, good, photo",0
236,lda_pin_problem_email_notification_Safari,0,"pin, problem, email, notification, Safari, iphone, App, iPad, time, update",0
237,lda_great_app_website_problem_update,0,"great, app, website, problem, update, new, useless, password, letter, look",0
238,lda_need_cool_update_bar_progress,0,"need, cool, update, bar, progress, version, option, previous, message, Facebook",0
239,lda_song_Dropbox_application_update_folder,0,"song, Dropbox, application, update, folder, problem, issue, iPad, pdfs, track",0
240,lda_screen_problem_app_mini_work,0,"screen, problem, app, mini, work, good, time, little, option, editing",0
241,lda_app_time_read_feedback_3rd,0,"app, time, read, feedback, 3rd, update, reason, support, iph5, response",0
242,lda_recipe_good_11_app_multiple,0,"recipe, good, 11, app, multiple, problem, pictute, member, grup, coz",0
